name,newprice,oldprice,stock,warranty,data,productlink
"REDRAGON K552P KUMARA PRO RGB Wireless Gaming Mechanical Keyboard – Blue Switches","1399","1499","Out Of Stock","no warranty","Wireless Made Easy – Enjoy the freedom of wireless with a 2.4G/ Bluetooth 5.0 connection and 3000mAh long-lasting battery capacity. Reliable and fast connects hassle-free with devices such as laptops and tablets and and even phones that support Bluetooth.
Dual Mode Switch – Easily switch between wireless and wired modes with the mode switch on the side. Included USB-C cable gives you the option to go wired for competitive games.Hot-Swappable Blue Switches – Distinctive tactile blue switch offers fantastic audile typing feedback. Hot-swappable with other Redragon switches. Made to last with switches rated for 50 million keypresses.
LED RGB Backlit Mechanical Gaming Keyboard 18 different RGB lighting modes and 9 different colors and 5 backlight brightness levels and breathing speed. Precision engineered keycaps offering crystal clear uniform backlighting
Anti Ghosting and ALL 87 keys are conflict free n-Key Rollover for ultimate Gaming performance. 12 Multimedia keys and Non-Slip Ergonomic and splash-proof Design with adjustable typing angle and High-Speed USB cable with gold-plated corrosion free USB connector
Compact TKL Tenkeyless Ergonomic Designed Computer Keyboard Durable Metal-ABS Construction with Plate-mounted mechanical keys and switches that stand up during marathon FPS gaming sessions","https://www.sigma-computer.com/item?id=4883&name=REDRAGON_K552P_KUMARA_PRO_RGB_Wireless_Gaming_Mechanical_Keyboard_–_Blue_Switches"
"Acer Nitro 5 AN515-57-79G1 Gaming Laptop Intel Core™ i7-11800H-24GB DDR4 3200MHz-1TB PCIe SSD + 2TB HDD-GeForce RTX™ 3060 6GB-15.6","40700","42999","Out Of Stock","no warranty","Processor 
11th Gen Intel Core™ i7-11800H(8 Core) processor (24 MB Smart Cache and 2.4 GHz with Turbo Boost up to 4.6 GHz)
Graphics
NVIDIA® GeForce RTX™ 3060 6GB GDDR6
Memory
24GB DDR4 3200MHz RAM (upgradable to 32 GB using two SODIMM modules)
Storage
1TB PCIe SSD + 2TB HDD
Display
15.6" FHD IPS 144Hz 45%NTSC LED backlit TFT LCD","https://www.sigma-computer.com/item?id=4880&name=Acer_Nitro_5_AN515-57-79G1_Gaming_Laptop_Intel_Core™_i7-11800H-24GB_DDR4_3200MHz-1TB_PCIe_SSD_+_2TB_HDD-GeForce_RTX™_3060_6GB-15.6"
"Samsung M7 S32AM700UM 32 Inch UHD Smart Monitor 60Hz 8ms(GTG) HDR10 Speaker+Remote","8999","8999","Out Of Stock","no warranty","Smart Hub: Binge watch with access to a bunch of entertainment apps and such as Netflix and YouTube and and HBO and without switching on your PC or laptop; The remote control and built in speakers simplify chill timePC on Screen: Get work done without a PC with the installed Microsoft Office 365 and or by remote access to your office computerAdaptive Picture: Sensational picture and day or night; Surrounding light is detected by a sensor to adjust brightness automatically with Adaptive PictureUltrawide Game View: Keep your eye on the win; Gamers can adjust the screen to 21:9 and discover hidden areas in gaming scenes with Ultrawide Game View","https://www.sigma-computer.com/item?id=4866&name=Samsung_M7_S32AM700UM_32_Inch_UHD_Smart_Monitor_60Hz_8ms(GTG)_HDR10_Speaker+Remote"
"Laptop Dell G15 5511 - intel Core i5 11260H - NVIDIA GeForce RTX 3050 4GB - 8GB DDR4 3200MHz - 512GB NVMe SSD - 15.6 FHD 120HZ","35999","49999","Out Of Stock","no warranty","Core i5-11260H NVIDIA GeForce RTX 3050 4GB GDDR6 
8GB DDR4 3200MHz 2x4
512GB M.2 PCIe NVMe Solid State Drive
15.6-inch FHD (1920 x 1080) 12 0Hz 250 nits WVA Anti-Glare L ED Backlit Narrow Border Display
Internal English Qwerty Backlit Keyboard with Numeric Keypad and G-Key","https://www.sigma-computer.com/item?id=4855&name=Laptop_Dell_G15_5511_-_intel_Core_i5_11260H_-_NVIDIA_GeForce_RTX_3050_4GB_-_8GB_DDR4_3200MHz_-_512GB_NVMe_SSD_-_15.6_FHD_120HZ"
"Onikuma K20 Stereo Gaming Headset With LED Light Noise-Cancelling Mic","450","520","Out Of Stock","no warranty","The adjustable omnidirectional microphone eliminates the echo and reduces
background noise and and provides super solid and clear smooth talk voice for better in-game chats.
The 40mm magnetic neodymium drivers which have shocking bass and allow hearing the position and footsteps accurately can bring you a vivid sound field and
capable of various games.
Skin soft earmuffs are comfortable and breathable for long time wear and have
good acoustic insulation to cut out external sounds. Thickened sponge support and
adjustable head beam are suitable for all sizes heads.
Color-changing LED lights are designed on the earcups to highlight the atmosphere of the game. You will look super stylish with a nice design.
Suitable for smartphone and laptop and PS4 and and other audio devices with 3.5mm port.","https://www.sigma-computer.com/item?id=4848&name=Onikuma_K20_Stereo_Gaming_Headset_With_LED_Light_Noise-Cancelling_Mic_"
"XIBERIA V20 Gaming Headset with USB Port and 7.1 Surround Sound and LED Light and Mic and Soft Earmuffs Gaming Headphone for PC Laptop Desktop","399","550","Out Of Stock","no warranty","Digital virtual 7.1 surround sound gaming headset.
USB plug with omnidirectional microphone and volume control .
50mm Hi-Fi driver and high sensitive and more powerful magnetic property.
Sealed circumneutral design creates a perfect barrier between the ambient
sound sources and your ears and blocking unwanted outside noises.
Soft leather cushion head-pad and ear-pad made from skin-friendly material.
more suitable for long time wear.
Excellent sound effect and great audio quality.
Exquisite craftsmanship and fashionable appearance.","https://www.sigma-computer.com/item?id=4837&name=XIBERIA_V20_Gaming_Headset_with_USB_Port_and_7.1_Surround_Sound,_LED_Light,_Mic_and_Soft_Earmuffs_Gaming_Headphone_for_PC_Laptop_Desktop"
"ASUS TUF F15 FX506LHB-HN8G5W Gaming Laptop - Intel Core i5-10300H 8GB and 512GB SSD and NVIDIA GTX 1650 4GB and 15.6-Inch FHD 144Hz and Win11","18200","18500","Out Of Stock","no warranty","Processor
Intel Core i5-10300H 
Graphics
NVIDIA GeForce GTX 1650 4GB
Memory
8GB DDR4 
Storage
512GB PCIe G3 SSD
Display Screen
15.6" 1920x1080 (FHD) 144Hz
OS
Windows 11 
Keyboard Type
ARABIC Keyboard","https://www.sigma-computer.com/item?id=4814&name=ASUS_TUF_F15_FX506LHB-HN8G5W_Gaming_Laptop_-_Intel_Core_i5-10300H_8GB,_512GB_SSD,_NVIDIA_GTX_1650_4GB,_15.6-Inch_FHD_144Hz,_Win11"
"Laptop LENOVO ideaPad Gaming 3 15IHU6 82K1015EUS i5-11300H RTX 3050 4GB 8GB DDR4 256GB SSD 15.6 FHD IPS 120HZ","29499","29499","Out Of Stock","no warranty","Intel Core i5-11300H (4C / 8T and 3.1 / 4.4GHz and 8MB)
NVIDIA GeForce RTX 3050 4GB GDDR6 and Boost Clock 1500 / 1740MHz and TGP 90W
8GB SO-DIMM DDR4-3200
265GB SSD M.2 2280 PCIe 3.0x4 NVMe
15.6" FHD (1920x1080) IPS 250nits Anti-glare and 120Hz and 45% NTSC and DC dimmer
White Backlit and Arabic","https://www.sigma-computer.com/item?id=4805&name=Laptop_LENOVO_ideaPad_Gaming_3_15IHU6_82K1015EUS_i5-11300H_RTX_3050_4GB_8GB_DDR4_256GB_SSD_15.6_FHD_IPS_120HZ"
"NOTEBOOK-HP-CI5-Victus 16-d1016ne-I7-12700H(14C/20T)-RAM 16G(2*8)DDR5-SSD 1T-RTX3050TI 4G-16.1-FHD-IPS-144HZ-(70Whr)-(200W)-(2.46kg)-DOS-WHITE-ARB","39800","42800","Out Of Stock","no warranty","Intel® Core™ i7-12700H (up to 4.7 GHz with Intel® Turbo Boost Technology and 24 MB L3 cache and 14 cores and 20 threads) 1
NVIDIA® GeForce RTX™ 3050 Ti Laptop GPU (4 GB GDDR6 dedicated) 16 GB DDR5-4800 MHz RAM (2 x 8 GB)  1 TB PCIe® NVMe™ TLC M.2 SSD
40.9 cm (16.1") diagonal and FHD (1920 x 1080) and 144 Hz and IPS and micro-edge and anti-glare and 250 nits and 45% NTSC 
Full-size and backlit and ceramic white keyboard with numeric keypad","https://www.sigma-computer.com/item?id=4799&name=NOTEBOOK-HP-CI5-Victus_16-d1016ne-I7-12700H(14C/20T)-RAM_16G(2*8)DDR5-SSD_1T-RTX3050TI_4G-16.1-FHD-IPS-144HZ-(70Whr)-(200W)-(2.46kg)-DOS-WHITE-ARB"
"NOTEBOOK-HP-CI7-CI7-OMEN 16-b1001ne-I7 12700H(14C-20T)-RAM 16G(2*8)DDR5-SSD 1T-RTX3070 8G-16.1-2K-IPS-165HZ-100%sRGB-(70Whr)-(230W)-(2.31 kg)-RGB KB","56300","58999","Out Of Stock","no warranty","2th Generation Intel® Core™ i7 processor Discrete and
NVIDIA® GeForce RTX™ 3070 Laptop GPU (8 GB GDDR6 dedicated) 3 16 GB DDR5-4800 MHz RAM (2 x 8 GB)
1 TB PCIe® NVMe™ TLC M.2 SSD  
40.9 cm (16.1") diagonal and QHD (2560 x 1440) and 165 Hz andFull-size and 4-zone RGB backlit and shadow black keyboard and 26-Key Rollover Anti-Ghosting Key technology","https://www.sigma-computer.com/item?id=4797&name=NOTEBOOK-HP-CI7-CI7-OMEN_16-b1001ne-I7_12700H(14C-20T)-RAM_16G(2*8)DDR5-SSD_1T-RTX3070_8G-16.1-2K-IPS-165HZ-100%sRGB-(70Whr)-(230W)-(2.31_kg)-RGB_KB"
"Cooler Master I100 NotePal Laptop Cooler Pad With 140mm Silent Fan","649","750","Out Of Stock","no warranty","Ultra slim-Only 23mm thick
Silent 140mm fan to keep your laptop cool.
Ergonomic design for best viewing / typing angle.
Easy cable management.
Supports up to 15.4”laptops.","https://www.sigma-computer.com/item?id=4792&name=Cooler_Master_I100_NotePal_Laptop_Cooler_Pad_With_140mm_Silent_Fan"
"Cooler Master PaD Cooler Notepal Ergostand lv laptop Cooler stand - black (R9-NBS-E42K-GP)","990","999","Out Of Stock","no warranty","Ergonomic design
5 ergonomic height settings for comfortable viewing angleFull Mesh Board
The use of full mesh board improves its cooling performance greatlySilent Cooling
A 140mm silent fan with aerodynamic design keeps your laptop cool and working smoothlyLED Strip & Additional USB Hub
A LED strip lights up for color fun. 4 additional USB ports let you plug in and connect more gadgets","https://www.sigma-computer.com/item?id=4780&name=_Cooler_Master_PaD_Cooler_Notepal_Ergostand_lv_laptop_Cooler_stand_-_black_(R9-NBS-E42K-GP)"
"COOLER MASTER NOTEPAL X150 SPECTRUM MNX-SWXB-10NFA-R1 LAPTOP COOLER","1249","1785","Out Of Stock","no warranty","Cooler Master's Notepal X150 Spectrum combines performance and looks and and functionality into the perfect cooling pad for your portable system. Built with a metal mesh foundation and ideal elevated incline and it gives you stability as well as maximum airflow for efficient heat dissipation.","https://www.sigma-computer.com/item?id=4779&name=COOLER_MASTER_NOTEPAL_X150_SPECTRUM_MNX-SWXB-10NFA-R1_LAPTOP_COOLER_"
"HP Victus 16-d1011ne Gaming LAPTOP Intel Core i7-12700H NVIDIA GeForce RTX 3060 6GB 16GB 1TB PCIe NVMe 16.1 FHD 144Hz Blue","35000","34000","Out Of Stock","no warranty","Processor
Intel® Core™ i7-12700H (up to 4.7 GHz with Intel® Turbo Boost Technology and 24 MB L3 cache and 14 cores and 20 threads) 
Graphics
Discrete and
NVIDIA® GeForce RTX™ 3060 Laptop GPU (6GB GDDR6 dedicated)
Memory
16GB DDR5-4800MHz RAM 
Internal Storage
1TB PCIe® NVMe™ TLC M.2
Display
(16.1″) diagonal and FHD (1920 x 1080) and 144Hz and IPS and micro-edge and anti-glare and 250 nits and 45% NTSC","https://www.sigma-computer.com/item?id=4771&name=HP_Victus_16-d1011ne_Gaming_LAPTOP_Intel_Core_i7-12700H_NVIDIA_GeForce_RTX_3060_6GB_16GB_1TB_PCIe_NVMe_16.1_FHD_144Hz_Blue"
"HP Victus Gaming Laptop 15-fa0031ne Intel® Core™ i7-12700H - NVIDIA® GeForce RTX™ 3050 4GB - 16GB DDR4-3200 - 512 GB PCIe® NVMe - 15.6 FHD 144Hz","29925","32000","Out Of Stock","no warranty","Processor
Intel® Core™ i7-12700H (up to 4.7 GHz with Intel® Turbo Boost Technology and 24 MB L3 cache and 14 cores and 20 threads)
Graphics
Discrete and
NVIDIA® GeForce RTX™ 3050 Laptop GPU (4 GB GDDR6 dedicated)
Memory
16GB DDR4-3200 MHz RAM
Internal Storage
512 GB PCIe® NVMe™ TLC M.2 SSD
Display
39.6 cm (15.6") diagonal and FHD (1920 x 1080) and 144 Hz","https://www.sigma-computer.com/item?id=4717&name=HP_Victus_Gaming_Laptop_15-fa0031ne_Intel®_Core™_i7-12700H_-_NVIDIA®_GeForce_RTX™_3050_4GB_-_16GB_DDR4-3200_-_512_GB_PCIe®_NVMe_-_15.6_FHD_144Hz____"
"NOTEBOOK-HP-CI5-Victus 15-fa0057nia-I5 12500H(12C/16T)-RAM 8G(1*8)-SSD 512G-RTX3050 4G-15.6-FHD-IPS-144HZ-(70Whr)-(150W)-(2.29kg)-WHITE-ENG","27300","30000","Out Of Stock","no warranty","Processor
Intel® Core™ i5-12500H (up to 4.5 GHz with Intel® Turbo Boost Technology and 18 MB L3 cache and 12 cores and 16 threads) 
Graphics
Discrete and
NVIDIA® GeForce RTX™ 3050 Laptop GPU (4 GB GDDR6 dedicated)
Memory
8 GB DDR4-3200 MHz RAM (1 x 8 GB)
Internal Storage
512 GB PCIe® NVMe™ TLC M.2 SSD
Display
39.6 cm (15.6") diagonal and FHD (1920 x 1080) and 144 Hz and 9 ms response time and IPS and micro-edge and anti-glare and 250 nits and 45% NTSC 3","https://www.sigma-computer.com/item?id=4716&name=NOTEBOOK-HP-CI5-Victus_15-fa0057nia-I5_12500H(12C/16T)-RAM_8G(1*8)-SSD_512G-RTX3050_4G-15.6-FHD-IPS-144HZ-(70Whr)-(150W)-(2.29kg)-WHITE-ENG"
"HP Pavilion Gaming Laptop 15-dk2029ne Intel® Core™ i7-11370H - NVIDIA® GeForce RTX™ 3050 4GB - 16GB DDR4-3200 - 256 GB PCIe® NVMe - 1TB 7200 rpm SATA - 15.6 FHD (1920 x 1080) 144Hz","25000","24000","Out Of Stock","no warranty","Processor
Intel® Core™ i7-11370H (up to 4.8 GHz with Intel® Turbo Boost Technology and 12 MB L3 cache and 4 cores)
Graphics
Discrete and
NVIDIA® GeForce RTX™ 3050 Laptop GPU (4 GB GDDR6 dedicated)
Memory
16GB DDR4-3200 MHz RAM
Internal Storage
256 GB PCIe® NVMe™ M.2 SSD
Hard drive (2nd)
1 TB 7200 rpm SATA HDD
Display
39.6 cm (15.6") diagonal and FHD (1920 x 1080) and 144 Hz","https://www.sigma-computer.com/item?id=4710&name=HP_Pavilion_Gaming_Laptop_15-dk2029ne_Intel®_Core™_i7-11370H_-_NVIDIA®_GeForce_RTX™_3050_4GB_-_16GB_DDR4-3200_-_256_GB_PCIe®_NVMe_-_1TB_7200_rpm_SATA_-_15.6_FHD_(1920_x_1080)_144Hz_______"
"Laptop HP 15S EQ2383NIA - AMD Ryzen 3 5300U - AMD Radeon Graphics - 8GB DDR4 3200MHz - 512GB NVMe SSDD - 15.6 inch FHD VA","16999","19500","In Stock","ضمــــــــان سنــة","","https://www.sigma-computer.com/item?id=4700&name=Laptop_HP_15S_EQ2383NIA_-_AMD_Ryzen_3_5300U_-_AMD_Radeon_Graphics_-_8GB_DDR4_3200MHz_-_512GB_NVMe_SSDD_-_15.6_inch_FHD_VA"
"NOTEBOOK-HP-CI5-Victus 15-fa0003ne-I5 12500H(12C/16T)-RAM 8G(1*8)-SSD 512G-RTX3050 4G-15.6-FHD-IPS-144HZ-(70Whr)-(150W)-(2.29kg)-BLUE-ENG","26500","30000","Out Of Stock","no warranty","Processor
Intel® Core™ i5-12500H (up to 4.5 GHz with Intel® Turbo Boost Technology and 18 MB L3 cache and 12 cores and 16 threads) 
Graphics
Discrete and
NVIDIA® GeForce RTX™ 3050 Laptop GPU (4 GB GDDR6 dedicated)
Memory
8GB DDR4-3200MHz RAM 
Internal Storage
512 GB PCIe® NVMe™ TLC M.2 SSD
Display
39.6 cm (15.6″) diagonal and FHD (1920 x 1080) and 144 Hz and 9 ms response time and IPS and micro-edge and anti-glare and 250 nits and 45% NTSC 3
Keyboard
Full-size and backlit and performance blue keyboard with numeric keypad","https://www.sigma-computer.com/item?id=4699&name=NOTEBOOK-HP-CI5-Victus_15-fa0003ne-I5_12500H(12C/16T)-RAM_8G(1*8)-SSD_512G-RTX3050_4G-15.6-FHD-IPS-144HZ-(70Whr)-(150W)-(2.29kg)-BLUE-ENG"
"NOTEBOOK-HP-CI5-Victus 16-d1013nie-I7-12700H(14C/20T)-RAM 16G(2*8)DDR5-SSD 1T-RTX3060 6G-16.1-FHD-IPS-144HZ-(70Whr)-(200W)-(2.46kg)-DOS-WHITE-ARB","37000","39999","Out Of Stock","no warranty","Processor
Intel® Core™ i7-12700H (up to 4.7 GHz with Intel® Turbo Boost Technology and 24 MB L3 cache and 14 cores and 20 threads) 
Graphics
Discrete and
NVIDIA® GeForce RTX™ 3060 Laptop GPU (6GB GDDR6 dedicated)
Memory
16GB DDR5-4800MHz RAM 
Internal Storage
1TB PCIe® NVMe™ TLC M.2
Display
(16.1″) diagonal and FHD (1920 x 1080) and 144Hz and IPS and micro-edge and anti-glare and 250 nits and 45% NTSC","https://www.sigma-computer.com/item?id=4698&name=NOTEBOOK-HP-CI5-Victus_16-d1013nie-I7-12700H(14C/20T)-RAM_16G(2*8)DDR5-SSD_1T-RTX3060_6G-16.1-FHD-IPS-144HZ-(70Whr)-(200W)-(2.46kg)-DOS-WHITE-ARB"
"HP Victus 16-d1012ne Gaming LAPTOP Intel® Core™ i7-12700H NVIDIA® GeForce RTX™ 3060 6GB 16GB DDR5-4800MHz 1TB PCIe® NVMe 16.1 FHD 144Hz","48499","34500","Out Of Stock","no warranty","Processor
Intel® Core™ i7-12700H (up to 4.7 GHz with Intel® Turbo Boost Technology and 24 MB L3 cache and 14 cores and 20 threads) 
Graphics
Discrete and
NVIDIA® GeForce RTX™ 3060 Laptop GPU (6GB GDDR6 dedicated)
Memory
16GB DDR5-4800MHz RAM 
Internal Storage
1TB PCIe® NVMe™ TLC M.2
Display
(16.1″) diagonal and FHD (1920 x 1080) and 144Hz and IPS and micro-edge and anti-glare and 250 nits and 45% NTSC","https://www.sigma-computer.com/item?id=4697&name=HP_Victus_16-d1012ne_Gaming_LAPTOP_Intel®_Core™_i7-12700H_NVIDIA®_GeForce_RTX™_3060_6GB_16GB_DDR5-4800MHz_1TB_PCIe®_NVMe_16.1_FHD_144Hz___"
"NOTEBOOK-HP-CI5-Victus 15-fa0004ne-I5 12500H(12C/16T)-RAM 8G(1*8)-SSD 512G-RTX3050 4G-15.6-FHD-IPS-144HZ-(70Whr)-(150W)-(2.29kg)-BLACK-ENG","26500","30000","Out Of Stock","no warranty","Processor
Intel® Core™ i5-12500H (up to 4.5 GHz with Intel® Turbo Boost Technology and 18 MB L3 cache and 12 cores and 16 threads) 
Graphics
Discrete and
NVIDIA® GeForce RTX™ 3050 Laptop GPU (4 GB GDDR6 dedicated)
Memory
8GB DDR4-3200MHz RAM 
Internal Storage
512 GB PCIe® NVMe™ TLC M.2 SSD
Display
39.6 cm (15.6″) diagonal and FHD (1920 x 1080) and 144 Hz and 9 ms response time and IPS and micro-edge and anti-glare and 250 nits and 45% NTSC 3
Keyboard
Full-size and backlit and mica silver keyboard with numeric keypad","https://www.sigma-computer.com/item?id=4696&name=NOTEBOOK-HP-CI5-Victus_15-fa0004ne-I5_12500H(12C/16T)-RAM_8G(1*8)-SSD_512G-RTX3050_4G-15.6-FHD-IPS-144HZ-(70Whr)-(150W)-(2.29kg)-BLACK-ENG"
"Crucial MX500 500GB 3D NAND SATA 2.5-inch 7mm Internal SSD","2449","2599","In Stock","no warranty","Brand: Crucial
Storage Capacity: 500 GB
Compatible operating systems: Windows
Drive Interface Type : sata_6_gbps
Drive Type : SSD
Storage Device Use: Internal Laptop
Model Number : CT500MX500SSD1","https://www.sigma-computer.com/item?id=4685&name=_Crucial_MX500_500GB_3D_NAND_SATA_2.5-inch_7mm_Internal_SSD"
"Crucial RAM 16GB DDR5 4800MHz CL40 Laptop Memory CT16G48C40S5","2599","3000","Out Of Stock","no warranty","Crucial DDR5 Laptop Memory can empower your computer to transfer data 50% faster than DDR4 at launch and resulting in shorter load times and file transfers and downloads and lag time and improved refresh rates5. Due to higher bus efficiency and DDR5 technology is not just faster than the previous generation and it’s better1.","https://www.sigma-computer.com/item?id=4678&name=Crucial_RAM_16GB_DDR5_4800MHz_CL40_Laptop_Memory_CT16G48C40S5"
"E-train (BG02B) Backpack Bag Fit Up to 15.6' - Black","300","325","Out Of Stock","no warranty","","https://www.sigma-computer.com/item?id=4648&name=E-train_(BG02B)_Backpack_Bag_Fit_Up_to_15.6'_-_Black"
"L’avvento Backpack Bag Discovery Laptop Anti-Theft – Up to 15.6” – Black","675","770","Out Of Stock","no warranty","Brand: L’avvento
Discovery Laptop Anti-Theft
Style: Backpack Bag
Size: Up to 15.6”","https://www.sigma-computer.com/item?id=4647&name=L’avvento_Backpack_Bag_Discovery_Laptop_Anti-Theft_–_Up_to_15.6”_–_Black"
"L'avvento Discovery Backpack (BG74B) fit with Laptops up to 15.6″- Black","650","699","Out Of Stock","no warranty","Model BG74B
Brand L'avvento
Size: 15.6"
Style: Backpack Bag
Color: Black","https://www.sigma-computer.com/item?id=4644&name=L'avvento_Discovery_Backpack_(BG74B)_fit_with_Laptops_up_to_15.6″-_Black"
"L'avvento Discovery Backpack fit laptops up to 15.6","600","635","Out Of Stock","no warranty","Brand L'avvento
Model BG73B
Size: 15.6"
Style: Backpack Bag
Material: Nylon
Color: Black
Material Waterproof","https://www.sigma-computer.com/item?id=4643&name=L'avvento_Discovery_Backpack_fit_laptops_up_to_15.6"
"L'avvento Discovery Laptop Anti-Theft Backpack fit up to 15.6” Laptops Nylon with Padded Laptop Compartment - GRAY","675","530","In Stock","no warranty","Brand L'avvento
Model BG04A
Brand: L'avvento
Style: Backpack Bag
Size: Up to 15.6”
Laptops Made by High Quality Nylon Material
With Padded Laptop Compartment","https://www.sigma-computer.com/item?id=4642&name=L'avvento_Discovery_Laptop_Anti-Theft_Backpack_fit_up_to_15.6”_Laptops_Nylon_with_Padded_Laptop_Compartment_-_GRAY"
"Laptop HP Victus 15 fa0031dx - Intel Core i5 12450H - NVIDIA GeForce GTX 1650 4GB - 8GB DDR4 3200MHz - 512GB NVMe SSDD - 15.6 inch FHD IPS - WINDOWS 11","32000","39000","In Stock","ضمــــان سنــة","","https://www.sigma-computer.com/item?id=4601&name=Laptop_HP_Victus_15_fa0031dx_-_Intel_Core_i5_12450H_-_NVIDIA_GeForce_GTX_1650_4GB_-_8GB_DDR4_3200MHz_-_512GB_NVMe_SSDD_-_15.6_inch_FHD_IPS_-_WINDOWS_11"
"HP Pavilion Gaming Laptop 15-ec2027ne AMD Ryzen 7 5800H 16 GB RAM 512 GB M.2 SSD 15.6 FHD IPS GeForce RTX 3050 ti 4GB","22888","23888","Out Of Stock","no warranty","CPU : AMD Ryzen™ 7 5800H (up to 4.4 GHz max boost clock and 16 MB L3 cache and 8 cores and 16 threads)GPU : NVIDIA® GeForce RTX™ 3050ti Laptop GPU (4 GB GDDR6 dedicated)RAM : 16 GB DDR4-3200 MHz RAM (2 x 8 GB)Storage:512 GB PCIe® NVMe™ TLC M.2 SSDDisplay : 39.6 cm (15.6") diagonal and FHD (1920 x 1080) and 144 Hz and 7 ms response time and IPS and micro-edge and anti-glare and 300 nits and 72% NTSCOperating system : FreeDOS","https://www.sigma-computer.com/item?id=4593&name=HP_Pavilion_Gaming_Laptop_15-ec2027ne_AMD_Ryzen_7_5800H_16_GB_RAM_512_GB_M.2_SSD_15.6_FHD_IPS_GeForce_RTX_3050_ti_4GB"
"HP Pavilion Gaming Laptop 15-ec2019ne AMD Ryzen 7 5800H 16 GB RAM 512 GB M.2 SSD 15.6 FHD IPS GeForce RTX 3050Ti 4 GB","22999","22999","Out Of Stock","no warranty","CPU : AMD Ryzen™ 7 5800H (up to 4.4 GHz max boost clock and 16 MB L3 cache and 8 cores and 16 threads)GPU : NVIDIA® GeForce RTX™ 3050 Ti Laptop GPU (4 GB GDDR6 dedicated)RAM : 16 GB DDR4-3200 MHz RAM (2 x 8 GB)Storage:512 GB PCIe® NVMe™ TLC M.2 SSDDisplay : 39.6 cm (15.6") diagonal and FHD (1920 x 1080) and 144 Hz and 7 ms response time and IPS and micro-edge and anti-glare and 300 nits and 72% NTSCOperating system : FreeDOS","https://www.sigma-computer.com/item?id=4592&name=HP_Pavilion_Gaming_Laptop_15-ec2019ne_AMD_Ryzen_7_5800H_16_GB_RAM_512_GB_M.2_SSD_15.6_FHD_IPS_GeForce_RTX_3050Ti_4_GB"
"HP Pavilion Gaming Laptop 15-ec2014ne AMD Ryzen 7 5800H 16 GB RAM 1 TB M.2 SSD 15.6 FHD IPS GeForce RTX 3050Ti 4 GB","21777","23333","Out Of Stock","no warranty","CPU : AMD Ryzen™ 7 5800H (up to 4.4 GHz max boost clock and 16 MB L3 cache and 8 cores and 16 threads)GPU : NVIDIA® GeForce RTX™ 3050 Ti Laptop GPU (4 GB GDDR6 dedicated)RAM : 16 GB DDR4-3200 MHz RAM (2 x 8 GB)Storage:1 TB PCIe® NVMe™ TLC M.2 SSDDisplay : 39.6 cm (15.6") diagonal and FHD (1920 x 1080) and 144 Hz and 7 ms response time and IPS and micro-edge and anti-glare and 300 nits and 72% NTSCOperating system : FreeDOS","https://www.sigma-computer.com/item?id=4590&name=HP_Pavilion_Gaming_Laptop_15-ec2014ne_AMD_Ryzen_7_5800H_16_GB_RAM_1_TB_M.2_SSD_15.6_FHD_IPS_GeForce_RTX_3050Ti_4_GB"
